CDU/CSU,SPD,AfD,B90,FDP,LINKE,Sonstige,BSW
304,189,179,161,39,43,51,34
309,188,180,151,38,49,52,33
321,179,172,165,37,33,58,35
346,180,162,140,38,40,56,38
347,186,160,128,39,41,65,34
315,202,182,131,49,27,65,29
332,159,177,148,39,38,67,40
317,184,192,146,42,29,51,39
342,158,178,141,43,40,58,40
313,189,189,134,31,43,66,35
329,186,174,144,48,31,53,35
319,172,177,144,45,38,64,41
341,139,167,144,58,40,63,48
338,190,158,147,33,37,61,36
328,174,177,148,50,45,53,25
326,164,174,154,45,34,56,47
336,178,187,133,31,41,66,28
332,192,182,146,37,20,46,45
321,175,188,131,38,41,55,51
345,162,179,148,37,26,60,43
345,164,162,135,47,37,58,52
346,172,174,141,34,40,52,41
338,175,172,147,47,33,59,29
333,165,174,149,46,34,50,49
334,178,181,131,42,37,63,34
325,198,151,142,59,38,55,32
323,171,181,149,45,41,49,41
327,160,163,144,51,44,71,40
331,186,171,134,44,41,44,49
316,158,185,152,44,39,57,49
322,185,172,139,48,40,57,37
308,183,204,141,41,41,47,35
313,186,181,133,47,40,66,34
324,178,193,138,44,35,54,34
347,162,176,131,37,36,56,55
332,177,198,144,32,34,48,35
321,178,196,130,30,40,65,40
344,182,186,126,41,36,52,33
328,161,185,148,47,32,57,42
331,168,172,150,40,44,65,30
344,183,165,149,30,27,60,42
338,191,166,125,41,41,50,48
320,173,177,138,41,46,65,40
354,166,168,142,36,43,50,41
325,186,180,135,35,40,57,42
343,142,192,133,46,40,67,37
314,187,183,141,34,51,50,40
300,180,186,138,49,46,70,31
298,190,185,149,45,41,59,33
325,161,200,133,43,42,56,40
320,168,164,161,48,36,61,42
317,161,188,166,33,39,53,43
329,196,166,132,46,44,49,38
326,175,192,141,41,32,53,40
336,186,153,148,45,38,58,36
318,165,165,145,56,31,76,44
326,190,174,140,43,34,56,37
346,174,168,129,38,38,66,41
319,173,180,145,48,39,69,27
320,169,177,168,53,39,48,26
336,177,173,142,50,40,56,26
325,187,179,150,40,31,49,39
330,192,156,149,47,37,53,36
316,192,188,134,35,41,53,41
316,163,178,144,48,42,67,42
316,204,180,128,33,37,55,47
330,180,170,142,40,38,55,45
322,175,181,135,46,42,62,37
344,183,181,125,44,43,52,28
335,176,185,143,36,33,61,31
335,176,146,157,52,39,49,46
332,180,175,153,36,32,54,38
343,175,179,134,38,43,51,37
318,197,190,139,47,30,46,33
333,194,158,138,39,41,54,43
339,187,166,144,35,31,59,39
366,183,151,136,41,39,53,31
315,170,169,148,48,38,72,40
334,195,167,140,38,41,41,44
321,170,199,134,31,47,55,43
346,162,186,140,42,51,43,30
349,167,169,138,36,44,53,44
332,168,181,146,43,37,57,36
340,179,163,156,36,33,58,35
359,192,163,140,33,23,49,41
328,173,181,128,38,49,58,45
349,190,186,125,40,28,40,42
317,175,202,134,37,45,51,39
323,175,183,126,58,39,62,34
324,184,175,144,34,35,60,44
319,168,194,134,50,39,58,38
314,197,184,128,46,44,55,32
334,174,182,140,43,27,59,41
332,186,153,143,48,25,62,51
298,186,190,136,40,50,51,49
344,173,188,131,42,29,53,40
330,179,160,148,37,38,56,52
326,166,194,144,47,37,40,46
311,186,209,132,35,36,55,36
341,165,164,147,46,51,51,35
304,189,189,147,37,38,59,37
350,165,181,135,38,42,58,31
310,175,165,151,47,45,60,47
315,173,201,145,45,48,44,29
323,185,179,125,31,42,60,55
336,186,172,135,48,32,53,38
334,161,201,149,40,36,44,35
363,159,187,119,41,33,63,35
345,160,177,136,42,38,60,42
346,161,169,138,43,38,62,43
317,174,204,136,41,33,54,41
324,169,170,142,41,46,66,42
347,175,185,141,43,23,59,27
318,189,185,137,35,38,63,35
330,177,187,147,43,28,60,28
328,174,168,152,44,37,65,32
335,161,188,122,47,40,66,41
319,189,183,154,40,31,53,31
357,184,158,140,43,34,49,35
330,191,177,137,44,28,56,37
323,183,189,159,25,37,58,26
333,185,175,136,42,39,52,38
317,173,170,148,51,25,63,53
340,159,175,149,40,36,63,38
343,170,166,142,43,39,52,45
306,180,195,142,56,30,57,34
314,165,203,153,34,41,56,34
314,185,190,128,44,38,60,41
325,187,178,144,46,39,45,36
343,174,176,140,40,27,62,38
352,169,170,134,41,40,60,34
334,173,172,144,41,38,61,37
332,175,177,139,51,38,51,37
334,176,183,143,35,30,58,41
351,164,172,148,41,43,48,33
308,182,175,161,53,40,40,41
350,157,167,143,37,29,66,51
350,179,170,141,40,37,53,30
325,181,163,148,33,54,57,39
336,185,172,142,40,36,47,42
341,182,154,145,48,31,60,39
351,170,165,152,41,38,50,33
349,195,142,131,39,52,54,38
357,176,142,119,46,48,55,57
328,180,159,150,43,37,59,44
342,172,182,129,48,42,54,31
324,172,183,151,44,35,46,45
323,179,183,145,35,27,63,45
342,172,176,146,39,32,59,34
326,196,169,126,44,39,66,34
332,178,188,127,47,38,57,33
328,187,174,138,33,33,64,43
369,181,174,116,42,32,49,37
322,176,191,144,27,47,58,35
321,153,200,166,36,28,60,36
334,187,199,133,29,31,44,43
332,173,182,139,49,31,52,42
317,163,195,153,41,40,54,37
320,168,186,133,51,49,48,45
325,173,202,125,48,38,56,33
331,175,181,134,54,31,53,41
303,187,180,132,42,42,70,44
332,183,178,137,45,34,55,36
339,171,180,125,41,38,58,48
332,159,174,156,44,36,57,42
335,189,173,149,44,34,42,34
335,180,175,129,41,39,56,45
327,153,200,135,51,44,50,40
325,197,181,123,34,43,56,41
340,167,157,159,40,37,62,38
315,188,199,139,48,27,54,30
326,159,174,150,49,49,47,46
323,175,163,150,44,32,68,45
329,201,165,138,37,40,58,32
361,168,190,116,42,49,44,30
358,169,172,133,35,35,53,45
311,197,158,158,38,36,56,46
325,187,195,137,40,45,40,31
311,178,202,134,35,39,63,38
320,187,178,137,44,36,65,33
324,205,159,128,37,45,59,43
335,174,171,148,38,33,59,42
365,164,159,123,45,48,57,39
311,179,188,146,43,35,56,42
327,195,182,143,32,37,43,41
336,165,190,144,38,29,64,34
289,185,200,148,42,36,63,37
352,170,168,145,37,37,59,32
310,173,187,143,47,38,63,39
297,163,205,155,43,36,60,41
316,176,185,154,36,46,57,30
311,177,168,155,45,34,68,42
333,176,193,125,49,36,43,45
312,197,175,142,36,37,60,41
321,167,190,143,46,36,52,45
325,181,184,154,26,37,56,37
341,181,204,126,32,37,52,27
323,181,166,150,52,33,54,41
313,175,167,156,46,36,65,42
336,169,184,128,40,49,52,42
306,181,180,156,41,36,57,43
350,161,178,137,43,41,50,40
316,176,175,151,46,38,55,43
324,179,171,139,52,45,55,35
337,181,164,148,39,31,64,36
324,187,169,150,31,35,59,45
318,174,180,148,33,43,64,40
353,167,184,120,50,43,42,41
334,171,174,148,42,47,46,38
309,173,183,141,51,41,57,45
333,189,172,147,26,36,63,34
324,174,201,135,40,30,58,38
329,183,179,132,42,35,63,37
347,179,175,146,37,30,61,25
321,184,165,151,34,52,54,39
350,179,147,145,38,33,67,41
315,173,177,155,44,38,58,40
324,164,195,156,36,39,59,27
333,173,169,147,37,43,57,41
322,179,172,140,54,32,66,35
307,170,163,157,54,40,60,49
326,178,194,131,41,33,61,36
329,184,180,137,30,41,51,48
342,202,164,138,33,33,47,41
329,170,184,138,46,34,48,51
330,208,159,133,45,37,46,42
329,181,182,141,43,29,55,40
321,185,181,149,43,24,65,32
313,193,178,145,33,42,55,41
325,194,171,128,44,47,56,35
332,179,184,143,41,34,53,34
305,190,185,140,40,42,65,33
311,185,198,140,41,29,60,36
352,151,204,120,49,32,51,41
329,166,194,143,36,48,49,35
319,185,180,147,41,48,43,37
326,171,185,143,38,35,64,38
337,159,186,139,44,42,65,28
323,177,171,150,39,38,61,41
331,165,183,160,33,40,56,32
320,188,175,144,48,40,60,25
326,190,184,132,33,36,61,38
322,165,183,165,42,34,47,42
354,175,160,132,45,37,56,41
314,172,194,145,25,40,59,51
304,186,172,141,52,39,73,33
335,188,176,134,42,31,57,37
328,174,179,139,52,34,58,36
328,182,183,118,57,39,55,38
336,181,164,151,37,34,57,40
325,146,186,153,50,38,61,41
319,170,181,149,41,46,60,34
341,163,182,138,51,41,54,30
317,188,175,132,45,44,70,29
349,185,170,138,35,41,45,37
348,154,168,155,44,31,54,46
327,180,171,133,41,37,65,46
325,197,161,146,43,34,65,29
315,164,172,173,32,40,65,39
307,167,176,176,44,40,47,43
296,173,189,163,45,40,59,35
337,156,188,144,34,50,42,49
342,175,169,140,46,39,53,36
343,198,167,124,38,37,49,44
329,184,175,142,32,43,55,40
312,191,168,139,50,39,62,39
317,205,167,138,46,41,52,34
321,165,179,154,35,43,70,33
332,179,169,148,50,35,51,36
331,178,163,151,50,36,56,35
298,213,189,132,38,42,53,35
330,168,156,144,42,47,68,45
303,181,173,155,57,35,53,43
327,175,162,157,49,34,49,47
342,197,161,124,41,36,61,38
301,185,199,138,45,29,63,40
320,172,219,126,40,33,47,43
339,160,186,140,39,43,57,36
348,170,176,135,42,41,58,30
336,179,167,143,33,46,61,35
345,154,182,160,35,29,54,41
361,135,172,155,42,46,54,35
333,182,165,149,47,36,45,43
316,181,188,144,37,39,56,39
329,172,181,145,46,33,56,38
318,193,176,144,47,42,49,31
322,190,181,154,36,32,50,35
331,178,152,166,37,25,67,44
329,178,176,149,45,40,55,28
350,156,183,149,38,37,50,37
332,184,174,130,49,37,51,43
318,176,185,141,36,35,63,46
320,189,185,133,43,41,57,32
306,195,182,140,36,38,56,47
329,187,183,122,43,44,56,36
348,184,155,137,41,38,54,43
347,158,176,147,36,38,57,41
351,169,187,122,41,34,58,38
330,180,166,153,53,43,43,32
292,192,191,159,43,34,50,39
347,196,161,131,52,31,46,36
321,177,183,138,47,40,60,34
328,177,196,134,41,30,60,34
324,181,173,126,54,46,54,42
313,167,164,167,52,35,63,39
334,180,175,135,41,40,60,35
333,169,178,139,48,42,58,33
323,188,173,141,50,29,62,34
335,174,159,143,52,43,61,33
350,155,179,141,42,35,52,46
355,171,159,139,51,34,54,37
335,189,171,144,45,30,50,36
320,164,181,147,43,39,64,42
363,162,160,130,46,43,52,44
347,156,187,131,45,34,59,41
283,192,188,153,46,46,52,40
330,177,184,145,45,39,51,29
368,172,162,138,36,35,51,38
347,172,169,138,46,32,60,36
344,153,182,155,35,35,59,37
320,181,177,155,33,42,51,41
349,166,180,139,34,40,53,39
371,164,152,130,47,36,54,46
324,180,185,137,34,48,52,40
332,167,187,144,36,36,65,33
323,162,174,150,47,41,53,50
326,199,169,148,38,25,52,43
342,192,166,141,33,39,53,34
316,184,173,145,47,35,56,44
338,174,189,142,30,34,61,32
331,176,181,137,41,49,45,40
346,171,174,146,42,38,49,34
330,186,174,147,41,37,46,39
335,191,157,134,51,35,59,38
313,203,200,129,36,34,54,31
348,178,168,143,42,35,51,35
338,150,189,136,41,35,75,36
315,173,184,143,44,40,65,36
352,175,163,149,45,37,51,28
334,192,181,122,38,38,58,37
334,184,192,124,39,45,60,22
293,202,196,142,44,32,51,40
325,176,168,148,46,36,70,31
303,178,194,153,31,41,62,38
331,163,178,154,40,37,60,37
350,199,161,130,33,37,60,30
309,165,193,139,49,36,62,47
332,167,170,157,49,30,47,48
345,163,169,125,49,47,66,36
322,170,187,145,33,36,60,47
324,161,194,152,43,35,52,39
328,193,163,143,43,31,54,45
351,178,170,123,41,37,60,40
320,187,181,150,38,38,57,29
323,186,187,142,34,36,61,31
339,181,173,150,33,36,50,38
354,178,155,156,34,33,60,30
325,174,183,145,42,32,58,41
313,173,178,167,45,37,42,45
343,154,171,145,43,44,61,39
329,197,161,135,32,42,59,45
340,179,167,136,49,30,58,41
315,181,178,140,37,40,68,41
332,169,187,135,47,46,52,32
335,180,190,119,44,35,64,33
315,179,180,139,43,48,58,38
320,185,178,151,39,43,46,38
361,166,164,146,31,37,63,32
320,191,167,141,43,40,55,43
307,175,184,153,31,51,57,42
338,160,186,151,48,29,59,29
313,182,185,128,49,47,52,44
351,160,184,123,55,32,64,31
325,170,182,146,24,42,67,44
335,185,164,135,55,34,54,38
319,186,173,163,30,40,56,33
331,163,182,143,49,37,54,41
334,172,168,144,39,37,62,44
347,167,194,119,47,40,50,36
330,195,169,136,43,34,52,41
337,168,172,143,50,51,47,32
325,170,194,134,49,27,59,42
340,174,181,132,44,41,52,36
322,185,181,152,44,30,55,31
329,197,183,119,37,33,56,46
342,171,164,147,45,36,58,37
340,191,177,132,32,31,60,37
354,189,152,139,37,48,52,29
325,171,187,143,52,36,45,41
343,157,183,131,40,41,59,46
331,173,165,156,46,36,62,31
334,175,183,141,42,41,50,34
301,173,202,149,39,41,59,36
321,190,186,136,41,38,59,29
321,178,187,140,36,35,61,42
331,171,174,154,41,40,48,41
334,173,170,129,50,32,62,50
344,165,167,145,47,34,63,35
327,182,181,128,48,42,53,39
342,167,165,137,45,36,64,44
334,162,179,155,40,33,49,48
327,165,171,157,43,37,57,43
308,162,206,157,34,41,68,24
324,177,170,148,44,44,69,24
314,182,172,166,37,36,55,38
341,179,175,140,46,29,51,39
324,175,166,132,43,47,66,47
324,177,199,123,45,33,60,39
337,179,184,156,32,26,55,31
336,166,175,140,46,50,56,31
342,182,162,132,48,30,58,46
325,174,192,126,46,40,60,37
347,168,178,154,32,28,59,34
327,174,191,139,39,29,59,42
300,186,192,154,45,40,42,41
329,190,175,143,40,43,47,33
337,197,196,123,35,41,38,33
318,195,170,145,44,35,53,40
324,173,186,140,43,30,58,46
342,173,176,125,46,38,65,35
339,169,170,150,47,38,44,43
322,182,180,135,53,38,58,32
321,195,167,139,39,35,69,35
333,178,185,143,36,38,50,37
337,169,171,139,49,31,61,43
334,188,171,137,39,46,46,39
344,158,195,121,50,42,51,39
305,186,178,144,39,31,64,53
313,178,187,150,30,45,59,38
322,169,183,138,42,32,63,51
336,164,191,139,39,36,56,39
338,163,159,167,40,34,61,38
340,205,147,139,34,36,52,47
350,188,160,124,44,38,49,47
345,169,148,165,34,35,60,44
318,203,159,140,42,36,57,45
296,191,199,125,45,45,65,34
323,188,176,141,48,44,50,30
327,185,187,140,33,43,52,33
343,170,186,131,43,34,64,29
336,172,171,143,47,36,60,35
335,189,166,146,39,34,53,38
360,167,174,130,45,41,58,25
330,193,176,131,41,36,51,42
327,172,180,144,40,31,65,41
326,166,176,159,33,30,71,39
354,168,160,166,25,40,48,39
323,188,180,126,49,41,55,38
327,175,172,145,63,43,50,25
311,168,191,148,40,39,61,42
312,178,174,155,43,38,54,46
335,194,181,158,38,28,33,33
328,178,178,142,45,32,60,37
318,181,197,151,39,35,50,29
336,186,163,143,39,34,49,50
333,155,173,131,57,48,62,41
353,166,180,136,38,36,56,35
336,197,156,140,33,36,67,35
306,180,186,128,49,47,60,44
325,177,175,144,37,33,63,46
347,181,161,126,50,35,58,42
313,183,174,134,47,46,51,52
314,174,193,141,50,35,56,37
338,173,163,145,43,44,56,38
296,209,190,133,30,37,56,49
337,162,187,132,56,34,62,30
336,178,175,135,41,42,54,39
326,178,188,136,45,38,48,41
343,177,176,148,49,33,45,29
318,179,186,157,36,31,55,38
324,170,167,160,38,40,62,39
333,186,173,136,37,39,62,34
338,168,177,144,39,40,49,45
354,182,169,135,29,36,53,42
332,172,168,151,43,38,61,35
333,185,186,141,26,35,48,46
339,160,171,152,35,34,66,43
353,183,159,145,35,36,50,39
317,162,199,154,41,37,53,37
324,205,177,127,45,30,52,40
342,194,165,143,45,25,46,40
321,197,164,143,40,43,61,31
322,193,173,142,45,31,47,47
347,165,182,139,36,39,53,39
329,193,176,158,33,28,48,35
320,187,178,139,50,35,61,30
322,191,176,149,41,32,47,42
322,176,173,141,40,34,66,48
327,171,174,134,37,34,73,50
315,171,183,155,37,39,53,47
332,174,161,143,43,40,57,50
325,166,187,122,38,48,64,50
325,181,169,145,47,34,61,38
312,174,190,156,43,32,56,37
330,164,176,132,52,37,71,38
344,169,185,132,50,30,60,30
349,175,179,138,34,44,45,36
323,181,181,131,37,37,73,37
316,179,167,166,41,44,50,37
323,200,166,143,44,26,65,33
308,168,183,171,36,40,45,49
335,180,175,137,39,41,56,37
322,168,182,161,43,38,62,24
316,191,171,136,43,40,62,41
340,156,210,131,36,32,57,38
312,184,187,155,38,39,51,34
343,164,182,140,42,36,59,34
348,164,164,142,47,45,53,37
336,187,174,129,32,41,66,35
316,189,196,127,38,50,49,35
338,173,185,146,32,40,50,36
296,182,193,135,51,40,65,38
302,185,191,150,35,39,60,38
330,183,161,144,36,44,61,41
320,207,172,139,42,39,54,27
335,188,188,114,39,35,58,43
366,178,168,109,41,42,64,32
346,188,177,127,32,42,46,42
314,196,179,145,43,35,49,39
354,187,176,125,37,35,47,39
315,191,184,134,52,34,60,30
322,185,184,144,33,39,46,47
324,184,177,136,52,29,57,41
326,161,190,152,41,32,55,43
316,180,188,139,45,34,52,46
326,190,196,118,45,40,49,36
318,186,161,164,39,37,52,43
328,183,173,156,41,27,51,41
317,193,182,149,45,36,39,39
331,175,170,146,32,35,71,40
336,182,169,134,40,46,55,38
327,148,207,142,44,40,50,42
325,160,173,144,53,49,57,39
350,172,173,138,44,33,59,31
337,191,167,144,39,32,48,42
352,164,159,134,42,45,66,38
314,139,213,160,48,32,53,41
342,179,170,120,34,41,77,37
349,175,174,138,34,39,52,39
335,160,181,141,41,40,61,41
315,188,196,149,29,35,54,34
323,181,176,133,48,34,66,39
312,180,165,146,41,59,62,35
321,182,177,142,44,36,50,48
319,190,174,148,37,32,65,35
351,164,173,138,46,38,53,37
352,158,174,129,44,38,60,45
334,191,181,151,37,29,38,39
317,193,170,138,37,45,58,42
315,174,193,137,42,43,62,34
326,175,174,151,44,32,55,43
320,191,172,137,46,43,54,37
340,172,168,132,38,29,72,49
340,168,180,137,40,32,68,35
328,212,155,145,33,32,59,36
336,182,161,140,43,36,69,33
336,180,170,151,42,36,53,32
315,182,194,134,37,45,62,31
354,173,176,131,32,30,64,40
331,171,167,165,37,34,55,40
346,173,161,134,39,37,62,48
334,190,143,147,51,37,55,43
318,184,180,144,33,46,51,44
311,182,175,135,40,39,77,41
328,164,200,142,36,30,62,38
327,221,166,125,48,36,41,36
325,177,178,142,51,43,55,29
340,170,185,147,39,34,45,40
309,192,162,136,48,49,58,46
337,164,184,135,53,32,57,38
295,192,189,142,43,39,61,39
344,172,173,142,39,41,55,34
311,195,189,152,33,43,46,31
311,198,171,124,45,47,57,47
332,179,152,165,40,33,64,35
324,177,178,156,44,30,44,47
346,179,182,133,32,34,53,41
328,192,166,139,46,36,62,31
343,149,178,149,45,38,66,32
370,173,173,119,33,30,63,39
333,174,193,137,35,36,60,32
345,178,166,142,57,40,45,27
343,193,192,134,34,35,43,26
321,187,182,156,32,29,58,35
324,180,183,124,46,41,57,45
347,189,175,139,39,37,48,26
323,178,174,144,51,43,48,39
331,172,182,146,39,37,58,35
320,167,195,142,32,45,50,49
338,181,179,136,33,46,58,29
326,178,166,144,34,40,65,47
335,174,183,153,31,32,56,36
283,217,178,159,36,25,64,38
335,200,170,140,42,33,50,30
315,189,160,167,41,28,68,32
321,199,166,134,42,33,64,41
367,169,180,124,39,27,60,34
342,165,174,141,48,37,61,32
310,192,182,150,40,35,58,33
330,157,190,154,46,38,52,33
292,193,187,149,38,37,71,33
311,186,197,137,48,36,48,37
328,176,197,140,52,25,48,34
328,161,197,157,47,28,49,33
337,186,168,153,37,29,50,40
340,177,185,132,38,32,64,32
333,190,171,148,37,29,58,34
327,192,181,144,36,37,48,35
321,181,180,134,43,48,54,39
311,175,195,140,38,36,59,46
341,171,174,140,42,33,50,49
344,169,187,135,38,39,52,36
337,158,191,135,36,33,69,41
322,167,165,164,42,37,64,39
327,191,172,153,54,25,45,33
333,178,183,126,50,34,51,45
339,168,185,132,36,33,64,43
337,172,193,147,34,38,49,30
307,193,157,145,52,43,59,44
354,167,178,144,36,35,47,39
317,169,163,155,36,44,66,50
327,181,163,134,45,47,66,37
339,173,168,131,34,44,65,46
355,176,156,132,37,35,72,37
330,187,181,135,39,43,54,31
321,173,200,130,25,36,69,46
323,174,193,146,43,37,48,36
323,173,181,150,61,30,44,38
341,166,195,127,54,29,48,40
349,173,163,157,31,34,48,45
330,186,173,133,41,40,61,36
315,180,182,134,45,45,61,38
328,165,176,154,52,36,63,26
340,165,195,139,38,32,65,26
329,174,185,148,32,31,57,44
305,178,198,132,41,45,60,41
341,182,174,143,48,31,42,39
331,177,160,156,42,34,60,40
304,178,178,155,32,53,51,49
324,165,199,151,32,40,51,38
330,179,174,143,53,35,60,26
326,172,180,140,49,36,53,44
329,199,188,124,30,44,60,26
322,188,184,135,31,46,53,41
328,180,170,152,48,34,54,34
329,164,195,126,42,43,53,48
333,182,157,148,32,38,70,40
324,204,160,127,51,42,59,33
328,187,167,152,45,40,46,35
340,186,165,133,39,42,55,40
333,178,162,142,42,37,61,45
319,188,179,137,33,43,52,49
317,170,171,153,43,41,65,40
312,197,182,135,48,41,46,39
350,164,152,158,44,52,47,33
323,185,186,146,37,38,51,34
358,179,147,135,48,41,49,43
333,189,177,140,38,40,53,30
308,165,209,135,39,41,64,39
340,182,166,146,44,25,56,41
354,172,194,124,38,38,50,30
316,186,169,136,43,45,60,45
277,204,189,134,41,48,63,44
341,179,190,125,42,36,55,32
330,182,172,146,30,37,65,38
297,189,182,161,43,39,62,27
335,169,194,144,37,37,55,29
312,176,176,153,37,38,64,44
326,184,158,133,49,31,71,48
341,168,178,141,42,37,50,43
292,187,173,158,47,29,71,43
318,184,185,132,51,30,62,38
289,194,189,159,42,35,47,45
329,173,177,153,41,38,51,38
364,181,151,135,35,36,60,38
332,158,168,151,53,43,59,36
345,185,175,137,37,41,52,28
345,199,168,136,34,28,54,36
340,187,179,136,40,27,50,41
335,169,175,141,46,45,60,29
344,175,174,135,44,32,63,33
321,163,175,150,52,45,61,33
321,172,199,156,40,33,50,29
325,179,169,143,42,44,51,47
345,173,166,143,35,38,56,44
305,178,185,167,31,45,52,37
331,185,170,138,48,41,52,35
306,186,192,135,46,43,59,33
334,182,162,155,43,32,57,35
349,171,192,132,37,39,52,28
324,174,184,156,37,31,55,39
331,191,160,145,45,43,60,25
332,190,174,123,40,37,66,38
337,185,184,128,41,26,68,31
322,170,179,153,48,29,62,37
333,180,175,143,30,37,62,40
321,187,168,149,45,34,51,45
355,164,173,147,33,33,53,42
327,178,189,132,50,41,50,33
346,184,162,136,41,39,44,48
315,201,150,147,36,32,67,52
334,196,158,147,42,34,53,36
337,181,169,135,38,39,69,32
339,160,191,135,38,42,52,43
345,197,152,141,27,37,57,44
351,195,183,119,28,30,59,35
333,161,192,143,30,37,69,35
322,181,182,155,36,39,49,36
338,184,166,133,31,49,64,35
320,198,162,147,47,30,57,39
326,168,168,151,42,47,58,40
334,181,169,139,34,41,66,36
315,163,192,147,42,36,64,41
331,185,176,136,40,28,57,47
348,155,174,131,42,43,58,49
336,196,161,140,40,38,45,44
332,186,178,132,47,43,56,26
341,175,181,139,28,38,70,28
323,193,187,116,47,38,55,41
310,173,197,133,48,43,61,35
327,172,189,155,41,29,60,27
306,187,170,170,44,32,60,31
322,193,174,145,29,33,52,52
299,178,170,159,50,37,58,49
323,188,179,148,34,35,58,35
330,188,168,144,34,42,61,33
342,171,192,146,41,26,42,40
353,171,166,149,32,39,55,35
320,195,178,120,43,41,57,46
333,182,180,141,47,39,44,34
341,178,168,149,47,26,44,47
339,171,164,137,44,42,62,41
328,177,177,135,48,39,60,36
326,168,189,135,50,38,53,41
305,182,201,132,45,47,53,35
341,165,184,130,45,37,58,40
330,188,185,132,44,34,60,27
318,167,166,151,49,41,67,41
328,184,173,136,34,37,64,44
323,191,174,158,35,37,47,35
314,165,178,155,42,44,56,46
337,178,169,138,41,39,59,39
316,184,189,133,44,45,60,29
327,171,178,154,42,33,49,46
335,171,163,144,48,34,67,38
321,175,180,139,38,46,68,33
321,177,195,143,31,39,59,35
327,160,186,153,39,39,51,45
332,183,170,144,39,36,60,36
331,181,176,148,33,33,67,31
309,182,175,153,34,49,66,32
353,168,171,145,44,32,52,35
340,190,163,145,39,28,59,36
336,188,144,148,40,35,72,37
367,171,159,133,37,34,56,43
322,193,170,148,40,46,53,28
319,182,185,144,44,33,54,39
332,182,172,130,44,39,60,41
349,173,170,136,46,38,57,31
349,169,166,150,37,31,61,37
348,171,179,117,44,38,60,43
309,199,183,134,38,34,63,40
318,180,186,150,42,29,52,43
331,183,171,134,42,39,48,52
310,192,180,145,49,40,49,35
296,187,182,144,54,46,49,42
346,192,170,129,36,37,51,39
324,192,163,155,38,37,56,35
354,175,161,133,40,36,56,45
331,172,175,147,38,32,63,42
322,188,172,152,42,37,46,41
332,165,174,146,38,30,61,54
350,173,158,136,41,36,57,49
318,171,186,150,36,33,60,46
324,165,171,146,46,49,55,44
330,179,178,143,38,38,63,31
316,173,181,144,34,53,62,37
340,166,183,143,43,48,48,29
326,199,163,125,48,49,49,41
355,157,173,147,40,35,54,39
293,185,178,167,39,40,55,43
347,169,166,141,55,34,49,39
332,180,184,136,37,30,62,39
306,190,181,130,43,43,69,38
320,182,181,131,46,37,58,45
337,182,179,135,38,34,57,38
359,179,171,129,36,36,59,31
338,170,181,139,42,35,56,39
330,187,163,133,41,42,60,44
299,171,205,152,32,38,69,34
328,186,182,123,41,38,57,45
302,203,195,130,35,42,61,32
336,179,182,148,30,35,52,38
333,164,154,164,36,41,71,37
314,181,200,127,37,39,56,46
319,177,189,137,40,38,63,37
343,143,166,162,45,43,58,40
312,187,163,158,29,56,64,31
325,173,179,142,52,32,51,46
338,168,170,151,38,42,50,43
331,200,173,135,40,41,45,35
328,170,184,138,42,42,62,34
330,178,177,151,50,31,54,29
337,184,160,142,46,31,55,45
344,158,182,137,49,41,52,37
330,170,185,144,39,37,51,44
322,179,167,131,49,42,61,49
348,186,162,145,44,31,42,42
288,189,195,146,49,42,51,40
309,194,185,145,37,38,45,47
315,205,181,127,48,39,55,30
345,181,168,133,43,34,52,44
350,165,171,144,40,33,49,48
338,161,186,144,52,38,47,34
341,163,167,147,43,36,67,36
321,175,193,150,48,26,51,36
324,195,172,126,43,39,63,38
333,182,185,131,31,37,62,39
319,166,177,145,54,37,65,37
340,179,171,142,32,38,53,45
337,184,165,144,43,37,54,36
329,195,175,148,34,27,53,39
319,188,173,149,39,43,54,35
321,181,169,156,55,30,45,43
339,181,178,132,39,25,64,42
322,189,174,152,38,42,51,32
314,167,181,157,53,38,51,39
298,201,180,147,39,31,56,48
317,169,204,125,37,56,58,34
319,185,191,147,34,45,46,33
334,187,155,161,39,35,55,34
318,183,187,130,45,37,59,41
314,167,203,150,40,37,59,30
354,157,165,137,34,41,73,39
317,178,184,137,39,41,61,43
330,175,180,136,32,43,68,36
363,159,170,132,49,35,54,38
319,168,186,146,46,33,64,38
334,205,154,151,34,41,53,28
321,180,161,150,47,42,51,48
307,198,168,139,33,48,68,39
356,164,188,158,38,30,38,28
342,159,182,142,49,38,54,34
346,183,166,159,45,33,45,23
332,178,178,153,38,33,54,34
318,193,182,136,41,22,64,44
344,187,186,122,39,23,61,38
301,205,172,137,40,40,61,44
325,159,184,164,37,38,62,31
307,209,201,123,40,27,55,38
323,188,173,150,38,37,56,35
298,207,178,134,44,32,59,48
340,171,163,141,46,51,52,36
324,195,163,145,37,40,58,38
372,152,177,130,35,39,53,42
352,171,173,133,44,32,47,48
313,188,198,125,46,35,49,46
322,174,172,154,44,38,55,41
351,183,189,119,41,31,47,39
321,178,183,148,45,34,54,37
316,175,206,139,36,37,48,43
337,193,165,150,42,33,45,35
341,164,194,136,48,29,55,33
319,202,154,132,43,38,73,39
326,191,169,137,34,42,57,44
336,172,168,153,41,41,53,36
323,177,174,132,48,46,72,28
339,180,178,146,39,35,45,38
345,181,167,135,36,36,59,41
336,173,174,148,35,33,53,48
335,184,195,135,36,32,51,32
328,183,173,155,38,37,48,38
